text,happy,
currently working on the SDP`s Prototype.... so much to do...,0,
"Hi tweete, surprised to see everyone still up...maybe it`s the full moon",1,
 Hope you feel better soon and check out my cool backround on my profile,1,
"Hey, im chillin right now, gettin ready for school   Mohawk Kidd",1,
"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",0,
" youre not going, are you   ?",0,
I`m gonna miss them so much  I`m crying right now... :/,0,
 do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,0,
" totally agree, but she always seems to be henpecking John, even before the cheating thing",0,
"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",1,
 and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,0,
is thinking so much and i`m at work,0,
 What was the compiment? I`m glad you`re having a good time.,1,
"It turns out I`m really, like, sixty years old, guys. You were right!!!!!  I`m off to seek my future a little later than planned!",0,
"To make it worse, its my friends party tonight, and I`m stuck here. I haven`t seen her for months",0,
"watching shark boy and lava girl! on disney channel. hanging out with sarah jane, micah, & rachel",0,
my head is hurting..,0,
 I know!!!! He didn`t ask me,0,
Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,1,
Oops that would be #edaust09,0,
Crawling into bed super happy that the Penguins won tonight,1,
really ill atm,0,
my party is wiped out they be all dead and stuff,0,
its about to storm..soo much 4 goin out  ..ill just play on the net for awhile,0,
 I think I should... But with who? Hmmmm. Maybe a friend in ALASKA,0,
 Ah GDit! Ranger game this afternoon,0,
 ahh that would rock,0,
 is enough time!! (if i get into VIP!) but i know that doesn`t make up for it  at least they`ll have each other!,0,
 Hi! Im Barb frm IA. New to tweetin. Enjoy reading ur tweets. U seem like a wonderful person..I KNOW ur a wonderful actress,1,
" Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",0,
 um... thats my favorite beer!! why must you torture me so when I can`t make it down there!!,0,
" No, trying to reason with it. It didn`t listen",0,
" I will, n btw happy mothers day sissy",1,
Have been rolling on the bed for the past 2 hours ... Still unable to sleep,0,
" As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...",0,
June gloom seems to have arrived early,0,
I work in one hour,0,
  cuss u siad u weren`t having it...lol,0,
... thanks everybody for your wonderful feedback re my Happiletter,1,
 You are welcome.,1,
http://twitpic.com/4jkvh - I wasn`t bored really..  my redd converse. I love converse.,1,
"Very very interesting night in Defiance to say the least... but hey, I got `Guys and Dolls` for free!",1,
_Rocks Just spurted Fanta out of my mouth laughing at that!,0,
 hope you have a great day tomorrow!!  happy mothers day!  let us know what you did,1,
 Don`t tease me! I`m in desperate need of an adjustment.,0,
 OHH  yeah i sometimes forget  your in the other but cheek ok america,0,
" well, the customer is always right (at least that`s what they tell me)",0,
sore head..hope my girls ok,0,
" Alas, we can`t broadcast the lunches as we have no bandwidth in those rooms",0,
"Back at home,11 hours till work",0,
" That may be, I still don`t like hearing his name so much.   #blackhawks #canucks",0,
 i got talent too  u nvr hear me sing or dance them does call me Mini Breezy,0,
Bah I don`t think `s FB fan page will get to 7500,0,
Last night was fun w the lightening and thunder  Today will be in the 90s,1,
"Reading, cryin, reading, laughin...  Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill.",1,
" Ahh man, and im off NEXT weekend",0,
Apperently ea knows my copy of the sims 3 is not legit and is upset,0,
" Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",1,
_ thats coz we love you,1,
 Here`s getting cold.. And I got my coffee break 2 minutes ago. Enjoy your drink,1,
Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME,0,
at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,0,
 are you are a RIOT!!,0,
 ooohhh imma need you to get on that asap love you,1,
 i know... I don`t want to be left in our home by myself during the weekend...,0,
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,0,
 Grrr. We don`t finish until July 3rd.,0,
" I Love This Song lol, You`re amazing Steph , xoxo",1,
 hey thanks mate your cool coz you watched it...,1,
i messed up my back/hip. it hurts so bad,0,
My arms hurt,0,
" oh ok  good ... now i will jump for joy! M, you just made my day",1,
The moon is sooooo pretty,1,
I have too much homework to do today,0,
workin at la bootay... wheres the warm weather at???,0,
depressed; my best friends pissed @ me,0,
 yes........there are many cool things americans cannot watch,1,
 ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !,1,
  so thats how u spent ur weekend so far?,0,
"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",0,
school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,0,
 Have a good day,1,
 Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,0,
happy mother`s day everyone,1,
weekend along with the summer is here so why do I feel sad?,0,
just going to cook some lamb chops for lunch - I always end up coking just before pay day and amaze myself at how much I can cook,1,
"getting off for the night, in such a great mood!",1,
" From the champion team in the defunct MBA, Cebu Gems!",0,
Hate this song  ? http://blip.fm/~5jg6f,0,
 ooo enjoy  and thanks for looking out for ours,1,
"partied w/  @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober",0,
Snap. Breaking out again,0,
I buy the team Zotz and they decide to roast me.,0,
hey  sending some Florida sunshine your way  Supertramp ï¿½ It`s Raining Again ï¿½  you m... ? http://blip.fm/~5jucn,0,
"- arrggh kids that won`t settle....need some Kava for Liam, that`ll sort `em...",0,
"_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",0,
"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can`t believe I just spent 10 minutes finding auto correct options",0,
_dazzles Well tonight would be a good time to watch.,1,
I`ve listed lots of new beads on eBay!,0,
bath time,0,
"fuckkk i need sleepppppppp lol, happy mothers day mummy",0,
Good movie.,1,
 ah! NFG were super amazing! Jordan is `pretty legit`!! Can`t stay longer 2 meet everyone cuz we hv 3 hour drive home!,1,
still shopping and looking for shoes now,0,
Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,1,
A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux,0,
" whaatttaatttt! she is a good cook and really creative, silly sierra",1,
i didnt get a hug today,0,
finally gone!!!,1,
"Took yesterday off & treated myself to an outfit & shoes, I have not treated myself in a while, my mothers day gift to me",1,
 lucky girl!!! I work all day tomorrow! and maybe even Monday!!,1,
 RIP Michael,0,
"_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first",0,
 Dont worry man. You`ll see me just as much this week as you did last week.,1,
: i miss you,0,
 mama the boys gon be sweating her hard in Pre K  lol muah,0,
SICK again,0,
wishing I were somewhere else besides here!!  Don`t worry this won`t dampen my day and neither will the rain,1,
 Aniya666 yours wasn`t there,0,
"_21Thanks, I`ll keep working on her    lol good idea!",1,
"Season 2 of The Wire, done! Kinda weak compared to the first season but I expected that... Still good though  Season 3 here I come!",1,
_rashid aww how cute  I like that song a lot,1,
" Haha! Night man, and no, but Im sure I`ll meet her again in my lifetime, in fact I will...no doubt about it.",0,
I totally forgot thats its friday till I read `s tweet. Ha. I feel dumb  *Take A Breath*,0,
" The article on language groups in spaceports looks really cool, but i can`t open the site from that link.",0,
 Teehee..I know it too!,0,
Not a happy camper  not having a good day at all...,0,
 how`s the translation going?,0,
"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now  please follow",0,
Ok. Night sweet people  I`ll look for ya tomorrow,0,
Cuba trip booked,0,
 check out the Conchords `Business Time`,0,
" Ashlie, thank you.  You made me feel a little better.",1,
 oh darn i`m not in london,0,
" Nah, they don`t. All my Twiter followers are fabulous.",1,
" strange, that is exactly the chapter god laid on my heart to read in The Message yeaterday morning...He works in mysterious ways",0,
"feels very, very rough!",0,
having a great mothers day,1,
" thanks for adding, no befriending, no, uh oh never mind, Thanks!",1,
" yep,raced round it in cars and bikes,its only 40mins away,dont av much motorsport there now,its more planes n choppers now",0,
 hello nikki! i just ended my exams 2 hours ago!  how abt u?,0,
"Supernatural was mega good  Now I`m off to bed, urgh long day of school tomorrow x",0,
" its like a little adventure, only Im kinda worried about her, and I cant take the bus to where she is cos my oyster is broken",0,
Still at work.,0,
Finally home  Gonna hit the hay n sleep till noon lol,1,
add me up: http://profiles.friendster.com/americanidolislove  friendster.,1,
"You want ittt, you got ittt!",1,
" haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)",0,
_fann coming up! Sowwy!,0,
" well, I took it in early `00, graduated in `01. we were the final stage guinea pigs  it seriously is a waste of time.",0,
http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,0,
 dude i am so sorry!!!!! I never got that number for you my fail  i just remembered,0,
"Argh, I can`t avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee.",0,
"is exhausted from a great weekend, and is looking forward to this week",0,
 I like all the songs  I can`t say just one guys! love ya,1,
Disappointment really sucks!  I`m getting used to it.,0,
Can not afford the DR this year. I just can`t pull it off this time.,0,
 having a F**Kin` great day over there Graham isn`****,1,
i think the vog is making me sicker than i think. feeling slightly achy,0,
Just got back from the grocery store. Now I`m starving and can`t find anything to eat!,0,
